img_num,label,super_label,label_desc,super_label_desc
26367,41,19,lawn_mower,
26368,53,4,orange,
26369,43,8,lion,
26370,61,3,plate,
26371,8,18,bicycle,
26372,57,4,pear,
26373,17,9,castle,
26374,74,16,shrew,
26375,86,5,telephone,
26376,65,16,rabbit,
26377,41,19,lawn_mower,
26378,70,2,rose,
26379,59,17,pine_tree,
26380,35,14,girl,
26381,11,14,boy,
26382,90,18,train,
26383,45,13,lobster,
26384,62,2,poppy,
26385,19,11,cattle,
26386,32,1,flatfish,
26387,16,3,can,
26388,50,16,mouse,
26389,89,19,tractor,
26390,64,12,possum,
26391,45,13,lobster,
26392,50,16,mouse,
26393,56,17,palm_tree,
26394,7,7,beetle,
26395,43,8,lion,
26396,88,8,tiger,
26397,90,18,train,
26398,24,7,cockroach,
26399,82,2,sunflower,
26400,16,3,can,
26401,86,5,telephone,
26402,51,4,mushroom,
26403,83,4,sweet_pepper,
26404,23,10,cloud,
26405,20,6,chair,
26406,43,8,lion,
26407,20,6,chair,
26408,88,8,tiger,
26409,83,4,sweet_pepper,
26410,56,17,palm_tree,
26411,67,1,ray,
26412,69,19,rocket,
26413,80,16,squirrel,
26414,11,14,boy,
26415,26,13,crab,
26416,41,19,lawn_mower,
26417,40,5,lamp,
26418,0,4,apple,
26419,46,14,man,
26420,6,7,bee,
26421,79,13,spider,
26422,28,3,cup,
26423,97,8,wolf,
26424,10,3,bowl,
26425,17,9,castle,
26426,87,5,television,
26427,34,12,fox,
26428,37,9,house,
26429,22,5,clock,
26430,59,17,pine_tree,
26431,89,19,tractor,
26432,34,12,fox,
26433,88,8,tiger,
26434,64,12,possum,
26435,23,10,cloud,
26436,51,4,mushroom,
26437,47,17,maple_tree,
26438,95,0,whale,
26439,18,7,caterpillar,
26440,82,2,sunflower,
26441,22,5,clock,
26442,27,15,crocodile,
26443,7,7,beetle,
26444,91,1,trout,
26445,74,16,shrew,
26446,79,13,spider,
26447,44,15,lizard,
26448,63,12,porcupine,
26449,72,0,seal,
26450,54,2,orchid,
26451,97,8,wolf,
26452,60,10,plain,
26453,67,1,ray,
26454,32,1,flatfish,
26455,28,3,cup,
26456,79,13,spider,
26457,72,0,seal,
26458,29,15,dinosaur,
26459,86,5,telephone,
26460,61,3,plate,
26461,22,5,clock,
26462,11,14,boy,
26463,85,19,tank,
26464,51,4,mushroom,
26465,62,2,poppy,
26466,26,13,crab,
26467,80,16,squirrel,
26468,8,18,bicycle,
26469,47,17,maple_tree,
26470,9,3,bottle,
26471,82,2,sunflower,
26472,44,15,lizard,
26473,83,4,sweet_pepper,
26474,22,5,clock,
26475,16,3,can,
26476,4,0,beaver,
26477,12,9,bridge,
26478,99,13,worm,
26479,97,8,wolf,
26480,35,14,girl,
26481,57,4,pear,
26482,27,15,crocodile,
26483,2,14,baby,
26484,16,3,can,
26485,26,13,crab,
26486,48,18,motorcycle,
26487,8,18,bicycle,
26488,0,4,apple,
26489,17,9,castle,
26490,44,15,lizard,
26491,48,18,motorcycle,
26492,56,17,palm_tree,
26493,71,10,sea,
26494,47,17,maple_tree,
26495,17,9,castle,
26496,88,8,tiger,
26497,21,11,chimpanzee,
26498,21,11,chimpanzee,
26499,73,1,shark,
26500,52,17,oak_tree,
26501,82,2,sunflower,
26502,40,5,lamp,
26503,46,14,man,
26504,39,5,computer_keyboard,
26505,89,19,tractor,
26506,28,3,cup,
26507,74,16,shrew,
26508,63,12,porcupine,
26509,23,10,cloud,
26510,89,19,tractor,
26511,69,19,rocket,
26512,72,0,seal,
26513,72,0,seal,
26514,3,8,bear,
26515,13,18,bus,
26516,55,0,otter,
26517,56,17,palm_tree,
26518,24,7,cockroach,
26519,86,5,telephone,
26520,60,10,plain,
26521,81,19,streetcar,
26522,13,18,bus,
26523,26,13,crab,
26524,92,2,tulip,
26525,72,0,seal,
26526,3,8,bear,
26527,12,9,bridge,
26528,47,17,maple_tree,
26529,8,18,bicycle,
26530,83,4,sweet_pepper,
26531,3,8,bear,
26532,22,5,clock,
26533,85,19,tank,
26534,32,1,flatfish,
26535,37,9,house,
26536,90,18,train,
26537,91,1,trout,
26538,20,6,chair,
26539,15,11,camel,
26540,15,11,camel,
26541,47,17,maple_tree,
26542,87,5,television,
26543,92,2,tulip,
26544,56,17,palm_tree,
26545,58,18,pickup_truck,
26546,24,7,cockroach,
26547,92,2,tulip,
26548,66,12,raccoon,
26549,8,18,bicycle,
26550,10,3,bowl,
26551,95,0,whale,
26552,17,9,castle,
26553,82,2,sunflower,
26554,9,3,bottle,
26555,22,5,clock,
26556,64,12,possum,
26557,69,19,rocket,
26558,95,0,whale,
26559,71,10,sea,
26560,59,17,pine_tree,
26561,44,15,lizard,
26562,82,2,sunflower,
26563,7,7,beetle,
26564,88,8,tiger,
26565,51,4,mushroom,
26566,14,7,butterfly,
26567,9,3,bottle,
26568,23,10,cloud,
26569,62,2,poppy,
26570,23,10,cloud,
26571,46,14,man,
26572,20,6,chair,
26573,7,7,beetle,
26574,26,13,crab,
26575,51,4,mushroom,
26576,69,19,rocket,
26577,83,4,sweet_pepper,
26578,12,9,bridge,
26579,31,11,elephant,
26580,4,0,beaver,
26581,30,0,dolphin,
26582,64,12,possum,
26583,36,16,hamster,
26584,75,12,skunk,
26585,89,19,tractor,
26586,65,16,rabbit,
26587,72,0,seal,
26588,3,8,bear,
26589,91,1,trout,
26590,27,15,crocodile,
26591,68,9,road,
26592,89,19,tractor,
26593,7,7,beetle,
26594,41,19,lawn_mower,
26595,34,12,fox,
26596,24,7,cockroach,
26597,64,12,possum,
26598,54,2,orchid,
26599,54,2,orchid,
26600,70,2,rose,
26601,61,3,plate,
26602,3,8,bear,
26603,57,4,pear,
26604,0,4,apple,
26605,60,10,plain,
26606,81,19,streetcar,
26607,54,2,orchid,
26608,41,19,lawn_mower,
26609,55,0,otter,
26610,53,4,orange,
26611,64,12,possum,
26612,93,15,turtle,
26613,20,6,chair,
26614,51,4,mushroom,
26615,20,6,chair,
26616,42,8,leopard,
26617,9,3,bottle,
26618,47,17,maple_tree,
26619,13,18,bus,
26620,31,11,elephant,
26621,24,7,cockroach,
26622,68,9,road,
26623,21,11,chimpanzee,
26624,50,16,mouse,
26625,64,12,possum,
26626,87,5,television,
26627,65,16,rabbit,
26628,34,12,fox,
26629,73,1,shark,
26630,24,7,cockroach,
26631,15,11,camel,
26632,47,17,maple_tree,
26633,61,3,plate,
26634,78,15,snake,
26635,8,18,bicycle,
26636,59,17,pine_tree,
26637,97,8,wolf,
26638,79,13,spider,
26639,93,15,turtle,
26640,7,7,beetle,
26641,61,3,plate,
26642,47,17,maple_tree,
26643,64,12,possum,
26644,13,18,bus,
26645,37,9,house,
26646,4,0,beaver,
26647,50,16,mouse,
26648,8,18,bicycle,
26649,66,12,raccoon,
26650,99,13,worm,
26651,10,3,bowl,
26652,99,13,worm,
26653,17,9,castle,
26654,98,14,woman,
26655,50,16,mouse,
26656,90,18,train,
26657,35,14,girl,
26658,68,9,road,
26659,63,12,porcupine,
26660,61,3,plate,
26661,61,3,plate,
26662,33,10,forest,
26663,60,10,plain,
26664,25,6,couch,
26665,86,5,telephone,
26666,23,10,cloud,
26667,13,18,bus,
26668,78,15,snake,
26669,76,9,skyscraper,
26670,13,18,bus,
26671,67,1,ray,
26672,35,14,girl,
26673,41,19,lawn_mower,
26674,43,8,lion,
26675,6,7,bee,
26676,38,11,kangaroo,
26677,37,9,house,
26678,9,3,bottle,
26679,92,2,tulip,
26680,60,10,plain,
26681,83,4,sweet_pepper,
26682,29,15,dinosaur,
26683,76,9,skyscraper,
26684,21,11,chimpanzee,
26685,9,3,bottle,
26686,78,15,snake,
26687,96,17,willow_tree,
26688,59,17,pine_tree,
26689,32,1,flatfish,
26690,27,15,crocodile,
26691,60,10,plain,
26692,27,15,crocodile,
26693,26,13,crab,
26694,93,15,turtle,
26695,85,19,tank,
26696,22,5,clock,
26697,28,3,cup,
26698,85,19,tank,
26699,52,17,oak_tree,
26700,90,18,train,
26701,20,6,chair,
26702,0,4,apple,
26703,15,11,camel,
26704,12,9,bridge,
26705,26,13,crab,
26706,92,2,tulip,
26707,21,11,chimpanzee,
26708,3,8,bear,
26709,87,5,television,
26710,16,3,can,
26711,18,7,caterpillar,
26712,82,2,sunflower,
26713,95,0,whale,
26714,4,0,beaver,
26715,87,5,television,
26716,89,19,tractor,
26717,5,6,bed,
26718,2,14,baby,
26719,86,5,telephone,
26720,12,9,bridge,
26721,83,4,sweet_pepper,
26722,87,5,television,
26723,50,16,mouse,
26724,88,8,tiger,
26725,93,15,turtle,
26726,33,10,forest,
26727,59,17,pine_tree,
26728,36,16,hamster,
26729,60,10,plain,
26730,80,16,squirrel,
26731,89,19,tractor,
26732,68,9,road,
26733,79,13,spider,
26734,51,4,mushroom,
26735,64,12,possum,
26736,71,10,sea,
26737,74,16,shrew,
26738,89,19,tractor,
26739,96,17,willow_tree,
26740,89,19,tractor,
26741,24,7,cockroach,
26742,10,3,bowl,
26743,58,18,pickup_truck,
26744,10,3,bowl,
26745,81,19,streetcar,
26746,97,8,wolf,
26747,9,3,bottle,
26748,86,5,telephone,
26749,89,19,tractor,
26750,94,6,wardrobe,
26751,37,9,house,
26752,78,15,snake,
26753,14,7,butterfly,
26754,69,19,rocket,
26755,57,4,pear,
26756,18,7,caterpillar,
26757,65,16,rabbit,
26758,45,13,lobster,
26759,14,7,butterfly,
26760,16,3,can,
26761,98,14,woman,
26762,52,17,oak_tree,
26763,28,3,cup,
26764,25,6,couch,
26765,56,17,palm_tree,
26766,69,19,rocket,
26767,22,5,clock,
26768,20,6,chair,
26769,53,4,orange,
26770,99,13,worm,
26771,97,8,wolf,
26772,32,1,flatfish,
26773,21,11,chimpanzee,
26774,88,8,tiger,
26775,24,7,cockroach,
26776,62,2,poppy,
26777,49,10,mountain,
26778,22,5,clock,
26779,36,16,hamster,
26780,29,15,dinosaur,
26781,60,10,plain,
26782,98,14,woman,
26783,33,10,forest,
26784,44,15,lizard,
26785,43,8,lion,
26786,76,9,skyscraper,
26787,32,1,flatfish,
26788,24,7,cockroach,
26789,16,3,can,
26790,21,11,chimpanzee,
26791,51,4,mushroom,
26792,18,7,caterpillar,
26793,68,9,road,
26794,57,4,pear,
26795,40,5,lamp,
26796,95,0,whale,
26797,51,4,mushroom,
26798,36,16,hamster,
26799,60,10,plain,
26800,91,1,trout,
26801,17,9,castle,
26802,75,12,skunk,
26803,64,12,possum,
26804,46,14,man,
26805,37,9,house,
26806,64,12,possum,
26807,43,8,lion,
26808,90,18,train,
26809,4,0,beaver,
26810,93,15,turtle,
26811,79,13,spider,
26812,97,8,wolf,
26813,61,3,plate,
26814,38,11,kangaroo,
26815,27,15,crocodile,
26816,89,19,tractor,
26817,40,5,lamp,
26818,3,8,bear,
26819,0,4,apple,
26820,46,14,man,
26821,61,3,plate,
26822,76,9,skyscraper,
26823,19,11,cattle,
26824,19,11,cattle,
26825,56,17,palm_tree,
26826,37,9,house,
26827,80,16,squirrel,
26828,88,8,tiger,
26829,91,1,trout,
26830,20,6,chair,
26831,77,13,snail,
26832,90,18,train,
26833,85,19,tank,
26834,54,2,orchid,
26835,22,5,clock,
26836,74,16,shrew,
26837,12,9,bridge,
26838,34,12,fox,
26839,14,7,butterfly,
26840,63,12,porcupine,
26841,51,4,mushroom,
26842,71,10,sea,
26843,42,8,leopard,
26844,68,9,road,
26845,14,7,butterfly,
26846,30,0,dolphin,
26847,88,8,tiger,
26848,85,19,tank,
26849,59,17,pine_tree,
26850,26,13,crab,
26851,89,19,tractor,
26852,82,2,sunflower,
26853,20,6,chair,
26854,29,15,dinosaur,
26855,64,12,possum,
26856,67,1,ray,
26857,58,18,pickup_truck,
26858,39,5,computer_keyboard,
26859,61,3,plate,
26860,24,7,cockroach,
26861,19,11,cattle,
26862,98,14,woman,
26863,15,11,camel,
26864,77,13,snail,
26865,24,7,cockroach,
26866,77,13,snail,
26867,40,5,lamp,
26868,28,3,cup,
26869,33,10,forest,
26870,17,9,castle,
26871,19,11,cattle,
26872,6,7,bee,
26873,97,8,wolf,
26874,6,7,bee,
26875,90,18,train,
26876,21,11,chimpanzee,
26877,17,9,castle,
26878,73,1,shark,
26879,40,5,lamp,
26880,11,14,boy,
26881,9,3,bottle,
26882,28,3,cup,
26883,42,8,leopard,
26884,59,17,pine_tree,
26885,3,8,bear,
26886,7,7,beetle,
26887,66,12,raccoon,
26888,49,10,mountain,
26889,60,10,plain,
26890,48,18,motorcycle,
26891,53,4,orange,
26892,52,17,oak_tree,
26893,41,19,lawn_mower,
26894,53,4,orange,
26895,82,2,sunflower,
26896,60,10,plain,
26897,63,12,porcupine,
26898,14,7,butterfly,
26899,54,2,orchid,
26900,78,15,snake,
26901,98,14,woman,
26902,41,19,lawn_mower,
26903,70,2,rose,
26904,93,15,turtle,
26905,93,15,turtle,
26906,73,1,shark,
26907,86,5,telephone,
26908,93,15,turtle,
26909,43,8,lion,
26910,67,1,ray,
26911,79,13,spider,
26912,77,13,snail,
26913,28,3,cup,
26914,45,13,lobster,
26915,30,0,dolphin,
26916,62,2,poppy,
26917,11,14,boy,
26918,93,15,turtle,
26919,53,4,orange,
26920,62,2,poppy,
26921,82,2,sunflower,
26922,12,9,bridge,
26923,28,3,cup,
26924,72,0,seal,
26925,27,15,crocodile,
26926,86,5,telephone,
26927,42,8,leopard,
26928,81,19,streetcar,
26929,52,17,oak_tree,
26930,3,8,bear,
26931,21,11,chimpanzee,
26932,94,6,wardrobe,
26933,65,16,rabbit,
26934,64,12,possum,
26935,19,11,cattle,
26936,79,13,spider,
26937,26,13,crab,
26938,24,7,cockroach,
26939,68,9,road,
26940,11,14,boy,
26941,31,11,elephant,
26942,85,19,tank,
26943,14,7,butterfly,
26944,48,18,motorcycle,
26945,43,8,lion,
26946,62,2,poppy,
26947,18,7,caterpillar,
26948,8,18,bicycle,
26949,17,9,castle,
26950,14,7,butterfly,
26951,84,6,table,
26952,92,2,tulip,
26953,27,15,crocodile,
26954,99,13,worm,
26955,38,11,kangaroo,
26956,52,17,oak_tree,
26957,66,12,raccoon,
26958,40,5,lamp,
26959,1,1,aquarium_fish,
26960,2,14,baby,
26961,80,16,squirrel,
26962,17,9,castle,
26963,87,5,television,
26964,74,16,shrew,
26965,82,2,sunflower,
26966,87,5,television,
26967,7,7,beetle,
26968,94,6,wardrobe,
26969,91,1,trout,
26970,46,14,man,
26971,8,18,bicycle,
26972,62,2,poppy,
26973,20,6,chair,
26974,12,9,bridge,
26975,67,1,ray,
26976,82,2,sunflower,
26977,59,17,pine_tree,
26978,90,18,train,
26979,75,12,skunk,
26980,14,7,butterfly,
26981,43,8,lion,
26982,22,5,clock,
26983,73,1,shark,
26984,52,17,oak_tree,
26985,87,5,television,
26986,3,8,bear,
26987,2,14,baby,
26988,42,8,leopard,
26989,86,5,telephone,
26990,3,8,bear,
26991,96,17,willow_tree,
26992,83,4,sweet_pepper,
26993,11,14,boy,
26994,71,10,sea,
26995,45,13,lobster,
26996,58,18,pickup_truck,
26997,83,4,sweet_pepper,
26998,24,7,cockroach,
26999,60,10,plain,
27000,35,14,girl,
27001,56,17,palm_tree,
27002,13,18,bus,
27003,6,7,bee,
27004,20,6,chair,
27005,68,9,road,
27006,31,11,elephant,
27007,21,11,chimpanzee,
27008,8,18,bicycle,
27009,95,0,whale,
27010,13,18,bus,
27011,9,3,bottle,
27012,22,5,clock,
27013,37,9,house,
27014,24,7,cockroach,
27015,38,11,kangaroo,
27016,90,18,train,
27017,23,10,cloud,
27018,7,7,beetle,
27019,4,0,beaver,
27020,41,19,lawn_mower,
27021,92,2,tulip,
27022,71,10,sea,
27023,19,11,cattle,
27024,60,10,plain,
27025,94,6,wardrobe,
27026,9,3,bottle,
27027,76,9,skyscraper,
27028,34,12,fox,
27029,12,9,bridge,
27030,95,0,whale,
27031,61,3,plate,
27032,39,5,computer_keyboard,
27033,76,9,skyscraper,
27034,58,18,pickup_truck,
27035,82,2,sunflower,
27036,67,1,ray,
27037,76,9,skyscraper,
27038,56,17,palm_tree,
27039,27,15,crocodile,
27040,54,2,orchid,
27041,23,10,cloud,
27042,2,14,baby,
27043,67,1,ray,
27044,41,19,lawn_mower,
27045,19,11,cattle,
27046,31,11,elephant,
27047,25,6,couch,
27048,71,10,sea,
27049,64,12,possum,
27050,93,15,turtle,
27051,7,7,beetle,
27052,50,16,mouse,
27053,82,2,sunflower,
27054,70,2,rose,
27055,25,6,couch,
27056,4,0,beaver,
27057,92,2,tulip,
27058,25,6,couch,
27059,42,8,leopard,
27060,50,16,mouse,
27061,43,8,lion,
27062,46,14,man,
27063,82,2,sunflower,
27064,90,18,train,
27065,41,19,lawn_mower,
27066,78,15,snake,
27067,99,13,worm,
27068,17,9,castle,
27069,56,17,palm_tree,
27070,86,5,telephone,
27071,67,1,ray,
27072,70,2,rose,
27073,52,17,oak_tree,
27074,78,15,snake,
27075,56,17,palm_tree,
27076,31,11,elephant,
27077,96,17,willow_tree,
27078,95,0,whale,
27079,11,14,boy,
27080,9,3,bottle,
27081,53,4,orange,
27082,29,15,dinosaur,
27083,47,17,maple_tree,
27084,32,1,flatfish,
27085,93,15,turtle,
27086,71,10,sea,
27087,88,8,tiger,
27088,32,1,flatfish,
27089,5,6,bed,
27090,28,3,cup,
27091,46,14,man,
27092,69,19,rocket,
27093,22,5,clock,
27094,29,15,dinosaur,
27095,19,11,cattle,
27096,84,6,table,
27097,16,3,can,
27098,49,10,mountain,
27099,81,19,streetcar,
27100,79,13,spider,
27101,68,9,road,
27102,98,14,woman,
27103,7,7,beetle,
27104,26,13,crab,
27105,84,6,table,
27106,53,4,orange,
27107,33,10,forest,
27108,57,4,pear,
27109,86,5,telephone,
27110,55,0,otter,
27111,63,12,porcupine,
27112,92,2,tulip,
27113,7,7,beetle,
27114,81,19,streetcar,
27115,38,11,kangaroo,
27116,90,18,train,
27117,93,15,turtle,
27118,21,11,chimpanzee,
27119,33,10,forest,
27120,18,7,caterpillar,
27121,40,5,lamp,
27122,49,10,mountain,
27123,41,19,lawn_mower,
27124,87,5,television,
27125,48,18,motorcycle,
27126,31,11,elephant,
27127,55,0,otter,
27128,13,18,bus,
27129,81,19,streetcar,
27130,83,4,sweet_pepper,
27131,17,9,castle,
27132,58,18,pickup_truck,
27133,47,17,maple_tree,
27134,8,18,bicycle,
27135,96,17,willow_tree,
27136,92,2,tulip,
27137,73,1,shark,
27138,44,15,lizard,
27139,81,19,streetcar,
27140,61,3,plate,
27141,53,4,orange,
27142,91,1,trout,
27143,49,10,mountain,
27144,74,16,shrew,
27145,12,9,bridge,
27146,14,7,butterfly,
27147,37,9,house,
27148,94,6,wardrobe,
27149,43,8,lion,
27150,89,19,tractor,
27151,45,13,lobster,
27152,1,1,aquarium_fish,
27153,3,8,bear,
27154,48,18,motorcycle,
27155,13,18,bus,
27156,2,14,baby,
27157,67,1,ray,
27158,74,16,shrew,
27159,7,7,beetle,
27160,23,10,cloud,
27161,32,1,flatfish,
27162,80,16,squirrel,
27163,56,17,palm_tree,
27164,19,11,cattle,
27165,40,5,lamp,
27166,54,2,orchid,
27167,59,17,pine_tree,
27168,35,14,girl,
27169,18,7,caterpillar,
27170,49,10,mountain,
27171,21,11,chimpanzee,
27172,91,1,trout,
27173,11,14,boy,
27174,56,17,palm_tree,
27175,70,2,rose,
27176,17,9,castle,
27177,37,9,house,
27178,41,19,lawn_mower,
27179,46,14,man,
27180,75,12,skunk,
27181,0,4,apple,
27182,30,0,dolphin,
27183,67,1,ray,
27184,84,6,table,
27185,21,11,chimpanzee,
27186,90,18,train,
27187,99,13,worm,
27188,44,15,lizard,
27189,3,8,bear,
27190,83,4,sweet_pepper,
27191,96,17,willow_tree,
27192,74,16,shrew,
27193,84,6,table,
27194,90,18,train,
27195,66,12,raccoon,
27196,27,15,crocodile,
27197,9,3,bottle,
27198,8,18,bicycle,
27199,99,13,worm,
27200,56,17,palm_tree,
27201,33,10,forest,
27202,23,10,cloud,
27203,72,0,seal,
27204,91,1,trout,
27205,60,10,plain,
27206,14,7,butterfly,
27207,45,13,lobster,
27208,1,1,aquarium_fish,
27209,44,15,lizard,
27210,77,13,snail,
27211,21,11,chimpanzee,
27212,37,9,house,
27213,69,19,rocket,
27214,62,2,poppy,
27215,15,11,camel,
27216,71,10,sea,
27217,52,17,oak_tree,
27218,13,18,bus,
27219,8,18,bicycle,
27220,16,3,can,
27221,18,7,caterpillar,
27222,97,8,wolf,
27223,67,1,ray,
27224,92,2,tulip,
27225,33,10,forest,
27226,43,8,lion,
27227,1,1,aquarium_fish,
27228,35,14,girl,
27229,42,8,leopard,
27230,9,3,bottle,
27231,58,18,pickup_truck,
27232,25,6,couch,
27233,8,18,bicycle,
27234,34,12,fox,
27235,13,18,bus,
27236,13,18,bus,
27237,75,12,skunk,
27238,34,12,fox,
27239,27,15,crocodile,
27240,62,2,poppy,
27241,34,12,fox,
27242,4,0,beaver,
27243,54,2,orchid,
27244,96,17,willow_tree,
27245,30,0,dolphin,
27246,64,12,possum,
27247,31,11,elephant,
27248,83,4,sweet_pepper,
27249,89,19,tractor,
27250,39,5,computer_keyboard,
27251,7,7,beetle,
27252,92,2,tulip,
27253,78,15,snake,
27254,1,1,aquarium_fish,
27255,61,3,plate,
27256,99,13,worm,
27257,69,19,rocket,
27258,88,8,tiger,
27259,59,17,pine_tree,
27260,40,5,lamp,
27261,92,2,tulip,
27262,68,9,road,
27263,99,13,worm,
27264,24,7,cockroach,
27265,87,5,television,
27266,28,3,cup,
27267,40,5,lamp,
27268,63,12,porcupine,
27269,30,0,dolphin,
27270,3,8,bear,
27271,50,16,mouse,
27272,0,4,apple,
27273,39,5,computer_keyboard,
27274,8,18,bicycle,
27275,10,3,bowl,
27276,49,10,mountain,
27277,50,16,mouse,
27278,44,15,lizard,
27279,31,11,elephant,
27280,1,1,aquarium_fish,
27281,3,8,bear,
27282,60,10,plain,
27283,31,11,elephant,
27284,95,0,whale,
27285,64,12,possum,
27286,27,15,crocodile,
27287,15,11,camel,
27288,99,13,worm,
27289,49,10,mountain,
27290,55,0,otter,
27291,61,3,plate,
27292,29,15,dinosaur,
27293,72,0,seal,
27294,31,11,elephant,
27295,52,17,oak_tree,
27296,44,15,lizard,
27297,82,2,sunflower,
27298,42,8,leopard,
27299,13,18,bus,
27300,88,8,tiger,
27301,8,18,bicycle,
27302,57,4,pear,
27303,49,10,mountain,
27304,89,19,tractor,
27305,33,10,forest,
27306,8,18,bicycle,
27307,51,4,mushroom,
27308,21,11,chimpanzee,
27309,70,2,rose,
27310,60,10,plain,
27311,6,7,bee,
27312,83,4,sweet_pepper,
27313,24,7,cockroach,
27314,82,2,sunflower,
27315,93,15,turtle,
27316,58,18,pickup_truck,
27317,24,7,cockroach,
27318,45,13,lobster,
27319,90,18,train,
27320,55,0,otter,
27321,29,15,dinosaur,
27322,75,12,skunk,
27323,75,12,skunk,
27324,93,15,turtle,
27325,20,6,chair,
27326,8,18,bicycle,
27327,24,7,cockroach,
27328,99,13,worm,
27329,92,2,tulip,
27330,99,13,worm,
27331,2,14,baby,
27332,37,9,house,
27333,9,3,bottle,
27334,2,14,baby,
27335,42,8,leopard,
27336,77,13,snail,
27337,3,8,bear,
27338,29,15,dinosaur,
27339,66,12,raccoon,
27340,11,14,boy,
27341,59,17,pine_tree,
27342,4,0,beaver,
27343,18,7,caterpillar,
27344,36,16,hamster,
27345,8,18,bicycle,
27346,45,13,lobster,
27347,58,18,pickup_truck,
27348,70,2,rose,
27349,38,11,kangaroo,
27350,0,4,apple,
27351,53,4,orange,
27352,36,16,hamster,
27353,30,0,dolphin,
27354,3,8,bear,
27355,0,4,apple,
27356,51,4,mushroom,
27357,27,15,crocodile,
27358,65,16,rabbit,
27359,41,19,lawn_mower,
27360,67,1,ray,
27361,88,8,tiger,
27362,31,11,elephant,
27363,3,8,bear,
27364,11,14,boy,
27365,1,1,aquarium_fish,
27366,46,14,man,
27367,81,19,streetcar,
27368,11,14,boy,
27369,6,7,bee,
27370,96,17,willow_tree,
27371,18,7,caterpillar,
27372,61,3,plate,
27373,14,7,butterfly,
27374,32,1,flatfish,
27375,8,18,bicycle,
27376,65,16,rabbit,
27377,29,15,dinosaur,
27378,65,16,rabbit,
27379,99,13,worm,
27380,67,1,ray,
27381,73,1,shark,
27382,35,14,girl,
27383,3,8,bear,
27384,73,1,shark,
27385,97,8,wolf,
27386,63,12,porcupine,
27387,87,5,television,
27388,55,0,otter,
27389,61,3,plate,
27390,89,19,tractor,
27391,31,11,elephant,
27392,23,10,cloud,
27393,84,6,table,
27394,2,14,baby,
27395,58,18,pickup_truck,
27396,91,1,trout,
27397,66,12,raccoon,
27398,98,14,woman,
27399,46,14,man,
27400,65,16,rabbit,
27401,97,8,wolf,
27402,43,8,lion,
27403,70,2,rose,
27404,86,5,telephone,
27405,44,15,lizard,
27406,21,11,chimpanzee,
27407,82,2,sunflower,
27408,9,3,bottle,
27409,83,4,sweet_pepper,
27410,68,9,road,
27411,46,14,man,
27412,40,5,lamp,
27413,11,14,boy,
27414,61,3,plate,
27415,77,13,snail,
27416,76,9,skyscraper,
27417,4,0,beaver,
27418,34,12,fox,
27419,88,8,tiger,
27420,40,5,lamp,
27421,37,9,house,
27422,26,13,crab,
27423,73,1,shark,
27424,20,6,chair,
27425,8,18,bicycle,
27426,87,5,television,
27427,97,8,wolf,
27428,57,4,pear,
27429,87,5,television,
27430,12,9,bridge,
27431,23,10,cloud,
27432,2,14,baby,
27433,57,4,pear,
27434,6,7,bee,
27435,92,2,tulip,
27436,80,16,squirrel,
27437,88,8,tiger,
27438,35,14,girl,
27439,14,7,butterfly,
27440,0,4,apple,
27441,53,4,orange,
27442,3,8,bear,
27443,78,15,snake,
27444,46,14,man,
27445,75,12,skunk,
27446,45,13,lobster,
27447,32,1,flatfish,
27448,74,16,shrew,
27449,25,6,couch,
27450,36,16,hamster,
27451,87,5,television,
27452,71,10,sea,
27453,92,2,tulip,
27454,49,10,mountain,
27455,72,0,seal,
27456,35,14,girl,
27457,56,17,palm_tree,
27458,71,10,sea,
27459,83,4,sweet_pepper,
27460,77,13,snail,
27461,71,10,sea,
27462,84,6,table,
27463,14,7,butterfly,
27464,72,0,seal,
27465,58,18,pickup_truck,
27466,55,0,otter,
27467,65,16,rabbit,
27468,45,13,lobster,
27469,45,13,lobster,
27470,16,3,can,
27471,60,10,plain,
27472,29,15,dinosaur,
27473,77,13,snail,
27474,17,9,castle,
27475,95,0,whale,
27476,26,13,crab,
27477,32,1,flatfish,
27478,2,14,baby,
27479,81,19,streetcar,
27480,1,1,aquarium_fish,
27481,83,4,sweet_pepper,
27482,45,13,lobster,
27483,18,7,caterpillar,
27484,76,9,skyscraper,
27485,1,1,aquarium_fish,
27486,55,0,otter,
27487,82,2,sunflower,
27488,90,18,train,
27489,59,17,pine_tree,
27490,35,14,girl,
27491,57,4,pear,
27492,49,10,mountain,
27493,65,16,rabbit,
27494,85,19,tank,
27495,9,3,bottle,
27496,71,10,sea,
27497,22,5,clock,
27498,98,14,woman,
27499,27,15,crocodile,
27500,95,0,whale,
27501,60,10,plain,
27502,37,9,house,
27503,61,3,plate,
27504,93,15,turtle,
27505,83,4,sweet_pepper,
27506,63,12,porcupine,
27507,17,9,castle,
27508,70,2,rose,
27509,96,17,willow_tree,
27510,58,18,pickup_truck,
27511,28,3,cup,
27512,95,0,whale,
27513,27,15,crocodile,
27514,4,0,beaver,
27515,52,17,oak_tree,
27516,90,18,train,
27517,40,5,lamp,
27518,54,2,orchid,
27519,35,14,girl,
27520,7,7,beetle,
27521,13,18,bus,
27522,57,4,pear,
27523,41,19,lawn_mower,
27524,21,11,chimpanzee,
27525,13,18,bus,
27526,8,18,bicycle,
27527,81,19,streetcar,
27528,12,9,bridge,
